company_id,company_code,plant_code,storage_location,material_code,material_desc,material_uom,batch,quantity,material_type,material_group,material_group_desc,variety_type,variety,crop_type,crop_group,stl,odv,got,elisa,status,material_code_id
29070,1100,1002,CS31,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953508,9279,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29071,1100,1002,CS31,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953533,9762,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29072,1100,1002,CS31,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953553A,7879,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29073,1100,1002,CS31,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953556A,7289,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,,,,,1,506
29074,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20952595,5500,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29075,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20952703,14300,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29076,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20952704,14880,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29077,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953468,9595,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29078,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953507,11223,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,,,,,1,506
29079,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953509,5046,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29080,1100,1002,CS32,PRN-1401-RM,PADDY RAW SEED PRN-1401-RM,KG,20953543,6050,ZRSD,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29081,1100,1002,AB03,PRN-1401-TS,PADDY TREATED SEED PRN-1401-TS,KG,20953521,7384,ZTRS,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29082,1100,1002,AB03,PRN-1401-TS,PADDY TREATED SEED PRN-1401-TS,KG,20953523,3616,ZTRS,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29083,1100,1002,AB03,PRN-1401-TS,PADDY TREATED SEED PRN-1401-TS,KG,20953526,1816,ZTRS,506,Paddy,RES.VARIETIES,NP-950 SOURAB,FIELD CROPS,PADDY,A,,,,1,506
29084,1100,1002,8,PRN-1405-FS,FS PADDY BULKSEED PRN-1405-FS,KG,520447180,375,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1405-FS,FIELD CROPS,PADDY,,,,,1,606
29085,1100,1002,CSA4,PRN-1405-FS-P15KG,FS PADDY PRN-1405-FS-P15KG FOR SOWING,KG,521448364,450,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1405-FS,FIELD CROPS,PADDY,A,,,,1,606
29086,1100,1002,CS31,PRN-1405-RM,PADDY RAW SEED PRN-1405-RM,KG,20953651,8924,ZRSD,506,Paddy,RES.VARIETIES,NP-3114 SONAL-GP,FIELD CROPS,PADDY,A,,,,1,506
29087,1100,1002,CS32,PRN-1405-RM,PADDY RAW SEED PRN-1405-RM,KG,20953666A,881,ZRSD,506,Paddy,RES.VARIETIES,NP-3114 SONAL-GP,FIELD CROPS,PADDY,A,,,,1,506
29088,1100,1002,CS32,PRN-1405-RM,PADDY RAW SEED PRN-1405-RM,KG,20953666B,3500,ZRSD,506,Paddy,RES.VARIETIES,NP-3114 SONAL-GP,FIELD CROPS,PADDY,A,,,,1,506
29089,1100,1002,AB03,PRN-1415-FS-P15KG,FS PADDY PRN-1415-FS-P15KG FOR SOWING,KG,922447951,915,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1415-FS,FIELD CROPS,PADDY,,,,,1,606
29090,1100,1002,AB03,PRN-1415-FS-P15KG,FS PADDY PRN-1415-FS-P15KG FOR SOWING,KG,922447953,3315,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1415-FS,FIELD CROPS,PADDY,,,,,1,606
29091,1100,1002,CS34,PRN-1415-FS-P15KG,FS PADDY PRN-1415-FS-P15KG FOR SOWING,KG,521447954,195,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1415-FS,FIELD CROPS,PADDY,,,,,1,606
29092,1100,1002,CSB3,PRN-1415-RM,PADDY RAW SEED PRN-1415-RM,KG,20920899A,344,ZRSD,506,Paddy,RES.VARIETIES,SIRI,FIELD CROPS,PADDY,A,,,,1,506
29093,1100,1002,CSB3,PRN-1415-RM,PADDY RAW SEED PRN-1415-RM,KG,20923551,3390,ZRSD,506,Paddy,RES.VARIETIES,SIRI,FIELD CROPS,PADDY,,,,,1,506
29094,1100,1002,CSB3,PRN-1415-RM,PADDY RAW SEED PRN-1415-RM,KG,20923556,3015,ZRSD,506,Paddy,RES.VARIETIES,SIRI,FIELD CROPS,PADDY,A,,,,1,506
29095,1100,1002,CSB3,PRN-1415-RM,PADDY RAW SEED PRN-1415-RM,KG,20923557,8665,ZRSD,506,Paddy,RES.VARIETIES,SIRI,FIELD CROPS,PADDY,,,,,1,506
29096,1100,1002,CSB3,PRN-1415-TS,PADDY TREATED SEED PRN-1415-TS,KG,20923556,3600,ZTRS,506,Paddy,RES.VARIETIES,SIRI,FIELD CROPS,PADDY,,,,,1,506
29097,1100,1002,CSA3,PRN-1416-FS-P15KG,FS PADDY PRN-1416-FS-P15KG FOR SOWING,KG,921448045,195,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1416-FS,FIELD CROPS,PADDY,A,,,,1,606
29098,1100,1002,CSA1,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920559,4343,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29099,1100,1002,CSA1,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920559A,120,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29100,1100,1002,CSA1,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920562,3444,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29101,1100,1002,CSA1,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920929A,3938,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29102,1100,1002,CSC2,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920565,6525,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29103,1100,1002,CSC2,PRN-1416-RM,PADDY RAW SEED PRN-1416-RM,KG,20920941,5840,ZRSD,506,Paddy,RES.VARIETIES,SIRI-PLUS,FIELD CROPS,PADDY,,,,,1,506
29104,1100,1002,CSA2,PRN-1429-FS-P20KG,FS PADDY PRN-1429-FS-P20KG FOR SOWING,KG,921448101,40,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1429-FS,FIELD CROPS,PADDY,A,,,,1,606
29105,1100,1002,CSA2,PRN-1429-FS-P20KG,FS PADDY PRN-1429-FS-P20KG FOR SOWING,KG,921448129,100,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1429-FS,FIELD CROPS,PADDY,A,,,,1,606
29106,1100,1002,CSA2,PRN-1430-FS-P20KG,FS PADDY PRN-1430-FS-P20KG FOR SOWING,KG,921447979,20,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1430-FS,FIELD CROPS,PADDY,A,,,,1,606
29107,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952451A,1992,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29108,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952452,13497,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29109,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952609A,2568,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29110,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952612,16218,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29111,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952614,13000,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29112,1100,1002,AB01,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952621,16900,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29113,1100,1002,CS32,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952609,14270,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,A,,,,1,506
29114,1100,1002,CS32,PRN-1430-RM,PADDY RAW SEED PRN-1430-RM,KG,20952610,14220,ZRSD,506,Paddy,RES.VARIETIES,NP-558 SADHANA,FIELD CROPS,PADDY,,,,,1,506
29115,1100,1002,8,PRN-1433-FS,FS PADDY BULKSEED PRN-1433-FS,KG,920447215,3100,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1433-FS,FIELD CROPS,PADDY,,,,,1,606
29116,1100,1002,8,PRN-1433-FS,FS PADDY BULKSEED PRN-1433-FS,KG,920447215A,200,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1433-FS,FIELD CROPS,PADDY,,,,,1,606
29117,1100,1002,8,PRN-1433-FS,FS PADDY BULKSEED PRN-1433-FS,KG,920447221,60,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1433-FS,FIELD CROPS,PADDY,,,,,1,606
29118,1100,1002,AB03,PRN-1433-FS-P10KG,FS PADDY PRN-1433-FS-P10KG FOR SOWING,KG,922447633,1720,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1433-FS,FIELD CROPS,PADDY,,,,,1,606
29119,1100,1002,CSA2,PRN-1433-FS-P20KG,FS PADDY PRN-1433-FS-P20KG FOR SOWING,KG,521448474,20,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1433-FS,FIELD CROPS,PADDY,,,,,1,606
29120,1100,1002,CSA2,PRN-1433-FS-P20KG,FS PADDY PRN-1433-FS-P20KG FOR SOWING,KG,921448475,20,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1433-FS,FIELD CROPS,PADDY,A,,,,1,606
29121,1100,1002,CSA2,PRN-1433-FS-P20KG,FS PADDY PRN-1433-FS-P20KG FOR SOWING,KG,921448476,1200,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1433-FS,FIELD CROPS,PADDY,A,,,,1,606
29122,1100,1002,CSA2,PRN-1433-FS-P20KG,FS PADDY PRN-1433-FS-P20KG FOR SOWING,KG,921448476A,80,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1433-FS,FIELD CROPS,PADDY,A,,,,1,606
29123,1100,1002,8,PRN-1436-FS,FS PADDY BULKSEED PRN-1436-FS,KG,520447935,4100,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1436-FS,FIELD CROPS,PADDY,,,,,1,606
29124,1100,1002,8,PRN-1436-FS,FS PADDY BULKSEED PRN-1436-FS,KG,920447445A,100,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1436-FS,FIELD CROPS,PADDY,,,,,1,606
29125,1100,1002,CS34,PRN-1440-FS-P15KG,FS PADDY PRN-1440-FS-P15KG FOR SOWING,KG,521448026,540,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1440-FS,FIELD CROPS,PADDY,,,,,1,606
29126,1100,1002,CS34,PRN-1440-FS-P15KG,FS PADDY PRN-1440-FS-P15KG FOR SOWING,KG,921448272,960,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1440-FS,FIELD CROPS,PADDY,,,,,1,606
29127,1100,1002,CS34,PRN-1440-FS-P15KG,FS PADDY PRN-1440-FS-P15KG FOR SOWING,KG,921448273,1035,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1440-FS,FIELD CROPS,PADDY,A,,,,1,606
29128,1100,1002,CSA2,PRN-1440-FS-P15KG,FS PADDY PRN-1440-FS-P15KG FOR SOWING,KG,521448025,15,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1440-FS,FIELD CROPS,PADDY,,,,,1,606
29129,1100,1002,CSA2,PRN-1448-FS-P15KG,FS PADDY PRN-1448-FS-P15KG FOR SOWING,KG,921447234A,30,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1448-FS,FIELD CROPS,PADDY,,,,,1,606
29130,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,11458001,3400,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29131,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20953087,7950,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29132,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20953106,7350,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29133,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20953134,5141,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29134,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20953145,10825,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29135,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20955933A,5350,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29136,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20955940A,2550,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29137,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20955969,6050,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29138,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20955985,1650,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29139,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20955986B,3400,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29140,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956010A,5000,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29141,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956014A,3100,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29142,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956025A,1212,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29143,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956026,6050,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29144,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956048A,2650,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29145,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956050,2350,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29146,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956050A,2888,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29147,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956069,2550,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29148,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956077,2100,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29149,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956077A,750,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29150,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956082,3850,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29151,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956086,1450,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29152,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956110,2350,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29153,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956110A,2400,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29154,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956110B,1483,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29155,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956115,2100,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29156,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956116,6200,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29157,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956117,5088,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29158,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956156B,3654,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29159,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956160,4650,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29160,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956173,1855,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29161,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956173A,527,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29162,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956192,9800,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29163,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956193,1462,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29164,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956194,5281,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29165,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956207,3106,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29166,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956209A,4580,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29167,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956223,12250,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29168,1100,1002,AB01,PRN-1458-CS,PADDY CLEAN SEED PRN-1458-CS,KG,20956229A,8091,HALB,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29169,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,19447451,40,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29170,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,520447461,220,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29171,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,520447463,280,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29172,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,520447466,820,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29173,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,620447468A,2020,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29174,1100,1002,8,PRN-1458-FS,FS PADDY BULKSEED PRN-1458-FS,KG,620447477,240,ZBLK,606,Paddy Foundation,FOUNDATION,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29175,1100,1002,CSA2,PRN-1458-FS-P20KG,FS PADDY PRN-1458-FS-P20KG FOR SOWING,KG,921448067,160,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29176,1100,1002,CSA2,PRN-1458-FS-P20KG,FS PADDY PRN-1458-FS-P20KG FOR SOWING,KG,921448440,560,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29177,1100,1002,CSA2,PRN-1458-FS-P20KG,FS PADDY PRN-1458-FS-P20KG FOR SOWING,KG,921448441,20,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29178,1100,1002,CSA2,PRN-1458-FS-P20KG,FS PADDY PRN-1458-FS-P20KG FOR SOWING,KG,921448442,400,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29179,1100,1002,CSA4,PRN-1458-FS-P20KG,FS PADDY PRN-1458-FS-P20KG FOR SOWING,KG,921448442,180,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1458-FS,FIELD CROPS,PADDY,,,,,1,606
29180,1100,1002,AB01,PRN-1458-TS,PADDY TREATED SEED PRN-1458-TS,KG,11458002,7102,ZTRS,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,A,,,,1,506
29181,1100,1002,AB01,PRN-1458-TS,PADDY TREATED SEED PRN-1458-TS,KG,11458003,4511,ZTRS,506,Paddy,RES.VARIETIES,NP-9558 SAMPADA,FIELD CROPS,PADDY,,,,,1,506
29182,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,110447945,510,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29183,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,520447257,375,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29184,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,520447672,210,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29185,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,919447008,130,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29186,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,919447009,330,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29187,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,919447260,75,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29188,1100,1002,8,PRN-1460-FS,FS PADDY BULKSEED PRN-1460-FS,KG,920447945,660,ZBLK,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29189,1100,1002,AB03,PRN-1460-FS-P10KG,FS PADDY PRN-1460-FS-P10KG FOR SOWING,KG,922448268,760,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,A,,,,1,606
29190,1100,1002,CSA2,PRN-1460-FS-P10KG,FS PADDY PRN-1460-FS-P10KG FOR SOWING,KG,921447674,260,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,,,,,1,606
29191,1100,1002,CSA2,PRN-1460-FS-P10KG,FS PADDY PRN-1460-FS-P10KG FOR SOWING,KG,922448268,1080,FERT,606,Paddy Foundation,RES.VARIETIES,PRN-1460-FS,FIELD CROPS,PADDY,A,,,,1,606
